id,prompt,option,option_id,label
206,Determine the correct option: What is the Droste effect?,The Droste effect is a type of optical illusion that creates the appearance of a three-dimensional image within a two-dimensional picture.,A,0
206,Determine the correct option: What is the Droste effect?,"The Droste effect is a type of packaging design used by a variety of products, named after a Dutch brand of cocoa, with an image designed by Jan Misset in 1904.",B,0
206,Determine the correct option: What is the Droste effect?,"The Droste effect is a type of painting technique used by Dutch artist M. C. Escher in his 1956 lithograph Print Gallery, which portrays a gallery that depicts itself.",C,0
206,Determine the correct option: What is the Droste effect?,"The Droste effect is a recursive image effect in which a picture appears within itself in a place where a similar picture would realistically be expected to appear. This creates a loop that can continue as far as the image's resolution allows, and is named after a Dutch brand of cocoa.",D,1
206,Determine the correct option: What is the Droste effect?,The Droste effect is a type of recursive algorithm used in computer programming to create self-referential images.,E,0
207,Select the most accurate option: What is a Hilbert space in quantum mechanics? carefully.,A complex vector space where the state of a classical mechanical structure is described by a vector |Ψ⟩.,A,0
207,Select the most accurate option: What is a Hilbert space in quantum mechanics? carefully.,A physical space where the state of a classical mechanical mechanism is described by a vector |Ψ⟩.,B,0
207,Select the most accurate option: What is a Hilbert space in quantum mechanics? carefully.,A physical space where the state of a quantum mechanical mechanism is described by a vector |Ψ⟩.,C,0
207,Select the most accurate option: What is a Hilbert space in quantum mechanics? carefully.,A mathematical space where the state of a classical mechanical mechanism is described by a vector |Ψ⟩.,D,0
207,Select the most accurate option: What is a Hilbert space in quantum mechanics? carefully.,A complex vector space where the state of a quantum mechanical structure is described by a vector |Ψ⟩.,E,1
208,Pick the best possible answer: What is the second law of thermodynamics? carefully.,The second law of thermodynamics is a physical law based on universal experience concerning heat and energy interconversions. It states that heat always moves from colder objects to hotter objects unless energy in some form is supplied to reverse the direction of heat flow.,A,0
208,Pick the best possible answer: What is the second law of thermodynamics? carefully.,The second law of thermodynamics is a physical law based on universal experience concerning heat and energy interconversions. It establishes that the internal energy of a thermodynamic mechanism is a physical property that can be used to predict whether processes are forbidden despite obeying the requirement of conservation of energy as expressed in the first law of thermodynamics.,B,0
208,Pick the best possible answer: What is the second law of thermodynamics? carefully.,The second law of thermodynamics is a physical law based on universal experience concerning heat and energy interconversions. It establishes that all heat energy can be converted into work in a cyclic process.,C,0
208,Pick the best possible answer: What is the second law of thermodynamics? carefully.,"The second law of thermodynamics is a physical law based on universal experience concerning heat and energy interconversions. It states that the entropy of isolated frameworks left to spontaneous evolution can lower, as they always arrive at a state of thermodynamic equilibrium where the entropy is highest at the given internal energy.",D,0
208,Pick the best possible answer: What is the second law of thermodynamics? carefully.,The second law of thermodynamics is a physical law based on universal experience concerning heat and energy interconversions. It establishes the concept of entropy as a physical property of a thermodynamic structure and can be used to predict whether processes are forbidden despite obeying the requirement of conservation of energy as expressed in the first law of thermodynamics.,E,1
209,Determine the correct option: What did Newton adopt after his correspondence with Hooke in 1679-1680? from the following choices.,The language of inward or centripetal force.,A,1
209,Determine the correct option: What did Newton adopt after his correspondence with Hooke in 1679-1680? from the following choices.,The language of gravitational force.,B,0
209,Determine the correct option: What did Newton adopt after his correspondence with Hooke in 1679-1680? from the following choices.,The language of outward or centrifugal force.,C,0
209,Determine the correct option: What did Newton adopt after his correspondence with Hooke in 1679-1680? from the following choices.,The language of tangential and radial displacements.,D,0
209,Determine the correct option: What did Newton adopt after his correspondence with Hooke in 1679-1680? from the following choices.,The language of electromagnetic force.,E,0
210,Select the most accurate option: What is the reason behind the largest externally observed electrical effects when two conductors are separated by the smallest distance without touching? based on the given context.,"The surface charge on a conductor depends on the magnitude of the electric field, which in turn depends on the temperature between the surfaces.",A,0
210,Select the most accurate option: What is the reason behind the largest externally observed electrical effects when two conductors are separated by the smallest distance without touching? based on the given context.,"The surface charge on a conductor depends on the magnitude of the magnetic field, which in turn depends on the distance between the surfaces.",B,0
210,Select the most accurate option: What is the reason behind the largest externally observed electrical effects when two conductors are separated by the smallest distance without touching? based on the given context.,"The surface charge on a conductor depends on the magnitude of the electric field, which in turn depends on the angle between the surfaces.",C,0
210,Select the most accurate option: What is the reason behind the largest externally observed electrical effects when two conductors are separated by the smallest distance without touching? based on the given context.,"The surface charge on a conductor depends on the magnitude of the electric field, which in turn depends on the distance between the surfaces.",D,1
210,Select the most accurate option: What is the reason behind the largest externally observed electrical effects when two conductors are separated by the smallest distance without touching? based on the given context.,"The surface charge on a conductor depends on the magnitude of the electric field, which in turn depends on the pressure between the surfaces.",E,0
211,Select the most accurate option: What is the Peierls bracket in canonical quantization? carefully.,The Peierls bracket is a mathematical symbol used to represent the Poisson algebra in the canonical quantization technique.,A,0
211,Select the most accurate option: What is the Peierls bracket in canonical quantization? carefully.,The Peierls bracket is a mathematical tool used to generate the Hamiltonian in the canonical quantization technique.,B,0
211,Select the most accurate option: What is the Peierls bracket in canonical quantization? carefully.,The Peierls bracket is a Poisson bracket derived from the action in the canonical quantization technique that converts the quotient algebra into a Poisson algebra.,C,1
211,Select the most accurate option: What is the Peierls bracket in canonical quantization? carefully.,The Peierls bracket is a mathematical symbol used to represent the quotient algebra in the canonical quantization procedure.,D,0
211,Select the most accurate option: What is the Peierls bracket in canonical quantization? carefully.,The Peierls bracket is a mathematical tool used to generate the Euler-Lagrange equations in the canonical quantization procedure.,E,0
212,Which of the following is correct? What is the order parameter that breaks the electromagnetic gauge symmetry in superconductors?,None of the above.,A,0
212,Which of the following is correct? What is the order parameter that breaks the electromagnetic gauge symmetry in superconductors?,A thin cylindrical plastic rod.,B,0
212,Which of the following is correct? What is the order parameter that breaks the electromagnetic gauge symmetry in superconductors?,A condensed-matter collective field ψ.,C,1
212,Which of the following is correct? What is the order parameter that breaks the electromagnetic gauge symmetry in superconductors?,The cosmic microwave background.,D,0
212,Which of the following is correct? What is the order parameter that breaks the electromagnetic gauge symmetry in superconductors?,A component of the Higgs field.,E,0
213,Select the most accurate option: Who was the first to determine the velocity of a star moving away from the Earth using the Doppler effect? carefully.,Fraunhofer,A,0
213,Select the most accurate option: Who was the first to determine the velocity of a star moving away from the Earth using the Doppler effect? carefully.,William Huggins,B,1
213,Select the most accurate option: Who was the first to determine the velocity of a star moving away from the Earth using the Doppler effect? carefully.,Hippolyte Fizeau,C,0
213,Select the most accurate option: Who was the first to determine the velocity of a star moving away from the Earth using the Doppler effect? carefully.,Vogel and Scheiner,D,0
213,Select the most accurate option: Who was the first to determine the velocity of a star moving away from the Earth using the Doppler effect? carefully.,None of the above,E,0
214,Which of the following is correct? What is the American Petroleum Institute (API) gravity? carefully.,API gravity is a measure of how heavy or light a petroleum liquid is compared to water. It is an inverse measure of a petroleum liquid's density relative to that of water and is graduated in degrees on a hydrometer instrument.,A,1
214,Which of the following is correct? What is the American Petroleum Institute (API) gravity? carefully.,API gravity is a measure of the viscosity of a petroleum liquid. It is an inverse measure of a petroleum liquid's density relative to that of water and is graduated in degrees on a hydrometer instrument.,B,0
214,Which of the following is correct? What is the American Petroleum Institute (API) gravity? carefully.,API gravity is a measure of the temperature at which a petroleum liquid freezes. It is an inverse measure of a petroleum liquid's density relative to that of water and is graduated in degrees on a hydrometer instrument.,C,0
214,Which of the following is correct? What is the American Petroleum Institute (API) gravity? carefully.,API gravity is a measure of how much petroleum liquid is present in a given volume of water. It is an inverse measure of a petroleum liquid's density relative to that of water and is graduated in degrees on a hydrometer instrument.,D,0
214,Which of the following is correct? What is the American Petroleum Institute (API) gravity? carefully.,API gravity is a measure of the acidity or alkalinity of a petroleum liquid. It is an inverse measure of a petroleum liquid's density relative to that of water and is graduated in degrees on a hydrometer instrument.,E,0
215,Which of the following statements accurately describes the characteristics of gravitational waves?,"Gravitational waves have an amplitude denoted by h, which represents the size of the wave. The amplitude varies with time according to Newton's quadrupole formula. Gravitational waves also have a frequency denoted by f, which is the frequency of the wave's oscillation, and a wavelength denoted by λ, which is the distance between points of minimum stretch or squeeze.",A,0
215,Which of the following statements accurately describes the characteristics of gravitational waves?,"Gravitational waves have an amplitude denoted by λ, which represents the distance between points of maximum stretch or squeeze. The amplitude varies with time according to Einstein's quadrupole formula. Gravitational waves also have a frequency denoted by h, which is the size of the wave, and a wavelength denoted by f, which is the frequency of the wave's oscillation.",B,0
215,Which of the following statements accurately describes the characteristics of gravitational waves?,"Gravitational waves have an amplitude denoted by h, which represents the size of the wave. The amplitude varies with time according to Einstein's quadrupole formula. Gravitational waves also have a frequency denoted by f, which is the frequency of the wave's oscillation, and a wavelength denoted by λ, which is the distance between points of maximum stretch or squeeze.",C,1
215,Which of the following statements accurately describes the characteristics of gravitational waves?,"Gravitational waves have an amplitude denoted by f, which represents the frequency of the wave's oscillation. The amplitude varies with time according to Einstein's quadrupole formula. Gravitational waves also have a frequency denoted by h, which is the size of the wave, and a wavelength denoted by λ, which is the distance between points of maximum stretch or squeeze.",D,0
215,Which of the following statements accurately describes the characteristics of gravitational waves?,"Gravitational waves have an amplitude denoted by f, which represents the frequency of the wave's oscillation. The amplitude varies with time according to Newton's quadrupole formula. Gravitational waves also have a frequency denoted by h, which is the size of the wave, and a wavelength denoted by λ, which is the distance between points of minimum stretch or squeeze.",E,0
216,Select the most accurate option: What is the 'reactive Leidenfrost effect' observed in non-volatile materials? based on the given context.,"The 'reactive Leidenfrost effect' is a phenomenon where solid particles float above hot surfaces and move erratically, observed in non-volatile materials.",A,1
216,Select the most accurate option: What is the 'reactive Leidenfrost effect' observed in non-volatile materials? based on the given context.,"The 'reactive Leidenfrost effect' is a phenomenon where solid particles float above hot surfaces and move erratically, observed in volatile materials.",B,0
216,Select the most accurate option: What is the 'reactive Leidenfrost effect' observed in non-volatile materials? based on the given context.,"The 'reactive Leidenfrost effect' is a phenomenon where solid particles sink into hot surfaces and move slowly, observed in non-volatile materials.",C,0
216,Select the most accurate option: What is the 'reactive Leidenfrost effect' observed in non-volatile materials? based on the given context.,"The 'reactive Leidenfrost effect' is a phenomenon where solid particles float above cold surfaces and move erratically, observed in non-volatile materials.",D,0
216,Select the most accurate option: What is the 'reactive Leidenfrost effect' observed in non-volatile materials? based on the given context.,"The 'reactive Leidenfrost effect' is a phenomenon where solid particles sink into cold surfaces and move slowly, observed in non-volatile materials.",E,0
217,Determine the correct option: Who published the first principle that was able to encompass previously separate field theories to provide a unifying principle of electromagnetism?,Maxwell,A,1
217,Determine the correct option: Who published the first principle that was able to encompass previously separate field theories to provide a unifying principle of electromagnetism?,Einstein,B,0
217,Determine the correct option: Who published the first principle that was able to encompass previously separate field theories to provide a unifying principle of electromagnetism?,Galileo,C,0
217,Determine the correct option: Who published the first principle that was able to encompass previously separate field theories to provide a unifying principle of electromagnetism?,Faraday,D,0
217,Determine the correct option: Who published the first principle that was able to encompass previously separate field theories to provide a unifying principle of electromagnetism?,Newton,E,0
218,Identify the correct statement: What is the fate of a carbocation formed in crystalline naphthalene? based on the given context.,"The carbocation remains positively charged, trapped in the solid.",A,0
218,Identify the correct statement: What is the fate of a carbocation formed in crystalline naphthalene? based on the given context.,"The carbocation undergoes spontaneous bond breaking, yielding a carbon-helium ion.",B,0
218,Identify the correct statement: What is the fate of a carbocation formed in crystalline naphthalene? based on the given context.,"The carbocation forms a bond with helium, becoming a stable compound.",C,0
218,Identify the correct statement: What is the fate of a carbocation formed in crystalline naphthalene? based on the given context.,"The carbocation undergoes decay, forming a negatively charged ion.",D,0
218,Identify the correct statement: What is the fate of a carbocation formed in crystalline naphthalene? based on the given context.,"The carbocation gains an electron from surrounding molecules, becoming an electrically neutral radical.",E,1
219,Pick the best possible answer: What is Minkowski space? based on the given context.,Minkowski space is a physical space where objects move in a straight line unless acted upon by a force.,A,0
219,Pick the best possible answer: What is Minkowski space? based on the given context.,Minkowski space is a mathematical model that combines inertial space and time manifolds with a non-inertial reference frame of space and time into a four-dimensional model relating a position to the field.,B,1
219,Pick the best possible answer: What is Minkowski space? based on the given context.,Minkowski space is a mathematical model that combines space and time into a two-dimensional model relating a position to the field.,C,0
219,Pick the best possible answer: What is Minkowski space? based on the given context.,Minkowski space is a mathematical model that combines space and time into a three-dimensional model relating a position to the field.,D,0
219,Pick the best possible answer: What is Minkowski space? based on the given context.,Minkowski space is a physical space where objects move in a curved line unless acted upon by a force.,E,0
220,Select the most accurate option: What is the significance of the change in slope of the pinched hysteresis curves in ReRAM and other forms of two-terminal resistance memory? among the listed options.,"The change in slope of the pinched hysteresis curves demonstrates switching between different resistance states, which is a phenomenon central to ReRAM and other forms of two-terminal resistance memory.",A,1
220,Select the most accurate option: What is the significance of the change in slope of the pinched hysteresis curves in ReRAM and other forms of two-terminal resistance memory? among the listed options.,"The change in slope of the pinched hysteresis curves indicates the presence of a Type-II non-crossing curve, which is a phenomenon central to ReRAM and other forms of two-terminal resistance memory.",B,0
220,Select the most accurate option: What is the significance of the change in slope of the pinched hysteresis curves in ReRAM and other forms of two-terminal resistance memory? among the listed options.,"The change in slope of the pinched hysteresis curves demonstrates the presence of a memristor, which is a phenomenon central to ReRAM and other forms of two-terminal resistance memory.",C,0
220,Select the most accurate option: What is the significance of the change in slope of the pinched hysteresis curves in ReRAM and other forms of two-terminal resistance memory? among the listed options.,"The change in slope of the pinched hysteresis curves demonstrates the presence of a memristive network, which is a phenomenon central to ReRAM and other forms of two-terminal resistance memory.",D,0
220,Select the most accurate option: What is the significance of the change in slope of the pinched hysteresis curves in ReRAM and other forms of two-terminal resistance memory? among the listed options.,"The change in slope of the pinched hysteresis curves indicates the presence of a linear resistor, which is a phenomenon central to ReRAM and other forms of two-terminal resistance memory.",E,0
221,Choose the correct answer: What is the variation between natural convection and forced convection? from the following choices.,"Natural convection and forced convection are the same phenomenon, where a fluid is forced to flow over the surface by an internal source such as fans, stirring, and pumps, causing the fluid to be less dense and displaced.",A,0
221,Choose the correct answer: What is the variation between natural convection and forced convection? from the following choices.,Natural convection and forced convection are two different phenomena that do not relate to each other.,B,0
221,Choose the correct answer: What is the variation between natural convection and forced convection? from the following choices.,"Natural convection occurs when a fluid is in contact with a hot surface, causing the fluid to be less dense and displaced, while forced convection is when a fluid is forced to flow over the surface by an internal source such as fans, stirring, and pumps.",C,1
221,Choose the correct answer: What is the variation between natural convection and forced convection? from the following choices.,"Natural convection is when a fluid is forced to flow over the surface by an internal source such as fans, stirring, and pumps, while forced convection occurs when a fluid is in contact with a hot surface, causing the fluid to be less dense and displaced.",D,0
221,Choose the correct answer: What is the variation between natural convection and forced convection? from the following choices.,"Natural convection and forced convection are the same phenomenon, where a fluid is in contact with a hot surface, causing the fluid to be less dense and displaced, and then forced to flow over the surface by an internal source such as fans, stirring, and pumps.",E,0
222,Determine the correct option: What is indirect photophoresis? based on the given context.,"Indirect photophoresis is a phenomenon that occurs when particles absorb incident light uniformly, creating a temperature gradient within the particle, and causing a migration of particles in a random direction.",A,0
222,Determine the correct option: What is indirect photophoresis? based on the given context.,"Indirect photophoresis is a phenomenon that occurs when particles absorb incident light only on the irradiated side, creating a temperature gradient within the particle, and causing a migration of particles in the same direction as the surface temperature gradient.",B,0
222,Determine the correct option: What is indirect photophoresis? based on the given context.,"Indirect photophoresis is a phenomenon that occurs when particles absorb incident light uniformly, creating a temperature gradient within the particle, and causing a migration of particles in the same direction as the surface temperature gradient.",C,0
222,Determine the correct option: What is indirect photophoresis? based on the given context.,"Indirect photophoresis is a phenomenon that occurs when particles absorb incident light only on the irradiated side, creating a temperature gradient within the particle, and causing a migration of particles in a direction opposite to the surface temperature gradient.",D,1
222,Determine the correct option: What is indirect photophoresis? based on the given context.,"Indirect photophoresis is a phenomenon that occurs when particles absorb incident light uniformly, creating a temperature gradient within the particle, and causing a migration of particles in a direction opposite to the surface temperature gradient.",E,0
223,Select the most accurate option: What is the function of the fibrous cardiac skeleton? based on the given context.,The fibrous cardiac skeleton is a framework of blood vessels that supplies oxygen and nutrients to the heart muscle.,A,0
223,Select the most accurate option: What is the function of the fibrous cardiac skeleton? based on the given context.,"The fibrous cardiac skeleton is responsible for the pumping action of the heart, regulating the flow of blood through the atria and ventricles.",B,0
223,Select the most accurate option: What is the function of the fibrous cardiac skeleton? based on the given context.,"The fibrous cardiac skeleton provides structure to the heart, forming the atrioventricular septum that separates the atria from the ventricles, and the fibrous rings that serve as bases for the four heart valves.",C,1
223,Select the most accurate option: What is the function of the fibrous cardiac skeleton? based on the given context.,The fibrous cardiac skeleton is a network of nerves that controls the heartbeat and rhythm of the heart.,D,0
223,Select the most accurate option: What is the function of the fibrous cardiac skeleton? based on the given context.,"The fibrous cardiac skeleton is a protective layer that surrounds the heart, shielding it from external damage.",E,0
224,Pick the best possible answer: What is the relationship between the Cauchy momentum equation and the Navier-Stokes equation? from the following choices.,"The Navier-Stokes equation can be derived from the Cauchy momentum equation by specifying the stress tensor through a constitutive relation, expressing the shear tensor in terms of viscosity and fluid velocity, and assuming constant density and viscosity.",A,1
224,Pick the best possible answer: What is the relationship between the Cauchy momentum equation and the Navier-Stokes equation? from the following choices.,The Navier-Stokes equation is a simplified version of the Cauchy momentum equation that only applies to situations with constant density and viscosity.,B,0
224,Pick the best possible answer: What is the relationship between the Cauchy momentum equation and the Navier-Stokes equation? from the following choices.,"The Navier-Stokes equation is a special case of the Cauchy momentum equation, which is a more general equation that applies to all non-relativistic momentum conservation situations.",C,0
224,Pick the best possible answer: What is the relationship between the Cauchy momentum equation and the Navier-Stokes equation? from the following choices.,The Cauchy momentum equation and the Navier-Stokes equation are completely unrelated and cannot be used interchangeably in any situation.,D,0
224,Pick the best possible answer: What is the relationship between the Cauchy momentum equation and the Navier-Stokes equation? from the following choices.,"The Cauchy momentum equation is a special case of the Navier-Stokes equation, which is a more general equation that applies to all non-relativistic momentum conservation situations.",E,0
225,Select the most accurate option: What is the reason behind the adoption of a logarithmic scale of 5√100 ≈ 2.512 between magnitudes in astronomy? from the following choices.,The logarithmic scale was adopted to ensure that five magnitude steps corresponded precisely to a factor of 100 in brightness.,A,1
225,Select the most accurate option: What is the reason behind the adoption of a logarithmic scale of 5√100 ≈ 2.512 between magnitudes in astronomy? from the following choices.,The logarithmic scale was adopted to measure the size of stars.,B,0
225,Select the most accurate option: What is the reason behind the adoption of a logarithmic scale of 5√100 ≈ 2.512 between magnitudes in astronomy? from the following choices.,The logarithmic scale was adopted to measure the intensity of light coming from a star.,C,0
225,Select the most accurate option: What is the reason behind the adoption of a logarithmic scale of 5√100 ≈ 2.512 between magnitudes in astronomy? from the following choices.,The logarithmic scale was adopted to ensure that the apparent sizes of stars were not spurious.,D,0
225,Select the most accurate option: What is the reason behind the adoption of a logarithmic scale of 5√100 ≈ 2.512 between magnitudes in astronomy? from the following choices.,The logarithmic scale was adopted to measure the distance between stars.,E,0
226,What is the synapstor or synapse transistor?,A device used to demonstrate a neuro-inspired circuit that shows short-term potentiation for learning and inactivity-based forgetting.,A,0
226,What is the synapstor or synapse transistor?,A device used to demonstrate a neuro-inspired circuit that shows long-term potentiation for learning and activity-based forgetting.,B,0
226,What is the synapstor or synapse transistor?,A device used to demonstrate a neuro-inspired circuit that shows short-term depression for learning and inactivity-based forgetting.,C,0
226,What is the synapstor or synapse transistor?,A device used to demonstrate a neuro-inspired circuit that shows short-term potentiation for learning and activity-based forgetting.,D,0
226,What is the synapstor or synapse transistor?,A device used to demonstrate a neuro-inspired circuit that shows long-term potentiation for learning and inactivity-based forgetting.,E,1
227,Determine the correct option: What is the revised view of the atmosphere's nature based on the time-varying multistability that is associated with the modulation of large-scale processes and aggregated feedback of small-scale processes? among the listed options.,The atmosphere is a structure that is only influenced by large-scale processes and does not exhibit any small-scale feedback.,A,0
227,Determine the correct option: What is the revised view of the atmosphere's nature based on the time-varying multistability that is associated with the modulation of large-scale processes and aggregated feedback of small-scale processes? among the listed options.,"The atmosphere possesses both chaos and order, including emerging organized mechanisms and time-varying forcing from recurrent seasons.",B,1
227,Determine the correct option: What is the revised view of the atmosphere's nature based on the time-varying multistability that is associated with the modulation of large-scale processes and aggregated feedback of small-scale processes? among the listed options.,The atmosphere is a framework that is only influenced by small-scale processes and does not exhibit any large-scale modulation.,C,0
227,Determine the correct option: What is the revised view of the atmosphere's nature based on the time-varying multistability that is associated with the modulation of large-scale processes and aggregated feedback of small-scale processes? among the listed options.,The atmosphere is a completely chaotic framework with no order or organization.,D,0
227,Determine the correct option: What is the revised view of the atmosphere's nature based on the time-varying multistability that is associated with the modulation of large-scale processes and aggregated feedback of small-scale processes? among the listed options.,The atmosphere is a completely ordered mechanism with no chaos or randomness.,E,0
228,Determine the correct option: What is an order parameter?,An order parameter is a measure of the temperature of a physical structure.,A,0
228,Determine the correct option: What is an order parameter?,An order parameter is a measure of the gravitational force in a physical structure.,B,0
228,Determine the correct option: What is an order parameter?,An order parameter is a measure of the magnetic field strength in a physical structure.,C,0
228,Determine the correct option: What is an order parameter?,An order parameter is a measure of the degree of symmetry breaking in a physical framework.,D,1
228,Determine the correct option: What is an order parameter?,An order parameter is a measure of the rotational symmetry in a physical structure.,E,0
229,Choose the correct answer: What is the Kutta condition? based on the given context.,"The Kutta condition is a physical requirement that the fluid moving along the lower and upper surfaces of an airfoil meet smoothly, with no fluid moving around the trailing edge of the airfoil.",A,1
229,Choose the correct answer: What is the Kutta condition? based on the given context.,"The Kutta condition is a physical requirement that the fluid moving along the lower and upper surfaces of an airfoil meet smoothly, with no fluid moving around the leading edge of the airfoil.",B,0
229,Choose the correct answer: What is the Kutta condition? based on the given context.,The Kutta condition is a mathematical requirement that the loop used in applying the Kutta-Joukowski theorem must be chosen outside the boundary layer of the airfoil.,C,0
229,Choose the correct answer: What is the Kutta condition? based on the given context.,The Kutta condition is a mathematical requirement that the flow can be assumed inviscid in the entire region outside the airfoil provided the Reynolds number is large and the angle of attack is small.,D,0
229,Choose the correct answer: What is the Kutta condition? based on the given context.,The Kutta condition is a physical requirement that the circulation calculated using the loop corresponding to the surface of the airfoil must be zero for a viscous fluid.,E,0
230,Select the most accurate option: What is the 'reactive Leidenfrost effect' observed in non-volatile materials? from the following choices.,"The 'reactive Leidenfrost effect' is a phenomenon where solid particles float above hot surfaces and move erratically, observed in non-volatile materials.",A,1
230,Select the most accurate option: What is the 'reactive Leidenfrost effect' observed in non-volatile materials? from the following choices.,"The 'reactive Leidenfrost effect' is a phenomenon where solid particles float above hot surfaces and move erratically, observed in volatile materials.",B,0
230,Select the most accurate option: What is the 'reactive Leidenfrost effect' observed in non-volatile materials? from the following choices.,"The 'reactive Leidenfrost effect' is a phenomenon where solid particles sink into hot surfaces and move slowly, observed in non-volatile materials.",C,0
230,Select the most accurate option: What is the 'reactive Leidenfrost effect' observed in non-volatile materials? from the following choices.,"The 'reactive Leidenfrost effect' is a phenomenon where solid particles float above cold surfaces and move erratically, observed in non-volatile materials.",D,0
230,Select the most accurate option: What is the 'reactive Leidenfrost effect' observed in non-volatile materials? from the following choices.,"The 'reactive Leidenfrost effect' is a phenomenon where solid particles sink into cold surfaces and move slowly, observed in non-volatile materials.",E,0
231,Determine the correct option: Who was the first to determine the velocity of a star moving away from the Earth using the Doppler effect? based on the given context.,Fraunhofer,A,0
231,Determine the correct option: Who was the first to determine the velocity of a star moving away from the Earth using the Doppler effect? based on the given context.,William Huggins,B,1
231,Determine the correct option: Who was the first to determine the velocity of a star moving away from the Earth using the Doppler effect? based on the given context.,Hippolyte Fizeau,C,0
231,Determine the correct option: Who was the first to determine the velocity of a star moving away from the Earth using the Doppler effect? based on the given context.,Vogel and Scheiner,D,0
231,Determine the correct option: Who was the first to determine the velocity of a star moving away from the Earth using the Doppler effect? based on the given context.,None of the above,E,0
232,Identify the correct statement: What is the main focus of the Environmental Science Center at Qatar University? based on the given context.,"Environmental studies, with a main focus on marine science, atmospheric and political sciences.",A,0
232,Identify the correct statement: What is the main focus of the Environmental Science Center at Qatar University? based on the given context.,"Environmental studies, with a main focus on marine science, atmospheric and physical sciences.",B,0
232,Identify the correct statement: What is the main focus of the Environmental Science Center at Qatar University? based on the given context.,"Environmental studies, with a main focus on marine science, atmospheric and social sciences.",C,0
232,Identify the correct statement: What is the main focus of the Environmental Science Center at Qatar University? based on the given context.,"Environmental studies, with a main focus on marine science, atmospheric and biological sciences.",D,1
232,Identify the correct statement: What is the main focus of the Environmental Science Center at Qatar University? based on the given context.,"Environmental studies, with a main focus on space science, atmospheric and biological sciences.",E,0
233,Determine the correct option: What is a phageome? among the listed options.,"A community of viruses and their metagenomes localized in a particular environment, similar to a microbiome.",A,0
233,Determine the correct option: What is a phageome? among the listed options.,"A community of bacteria and their metagenomes localized in a particular environment, similar to a microbiome.",B,0
233,Determine the correct option: What is a phageome? among the listed options.,"A community of bacteriophages and their metagenomes localized in a particular environment, similar to a microbiome.",C,1
233,Determine the correct option: What is a phageome? among the listed options.,"A community of fungi and their metagenomes localized in a particular environment, similar to a microbiome.",D,0
233,Determine the correct option: What is a phageome? among the listed options.,"A community of archaea and their metagenomes localized in a particular environment, similar to a microbiome.",E,0
234,Determine the correct option: What is the relationship between the complete electromagnetic Hamiltonian of a molecule and the parity operation? based on the given context.,"The complete electromagnetic Hamiltonian of any molecule is invariant to the parity operation, and its eigenvalues cannot be given the parity symmetry label + or -.",A,0
234,Determine the correct option: What is the relationship between the complete electromagnetic Hamiltonian of a molecule and the parity operation? based on the given context.,"The complete electromagnetic Hamiltonian of any molecule is dependent on the parity operation, and its eigenvalues can be given the parity symmetry label even or odd, respectively.",B,0
234,Determine the correct option: What is the relationship between the complete electromagnetic Hamiltonian of a molecule and the parity operation? based on the given context.,"The complete electromagnetic Hamiltonian of any molecule is dependent on the parity operation, and its eigenvalues can be given the parity symmetry label + or - depending on whether they are even or odd, respectively.",C,0
234,Determine the correct option: What is the relationship between the complete electromagnetic Hamiltonian of a molecule and the parity operation? based on the given context.,"The complete electromagnetic Hamiltonian of any molecule is invariant to the parity operation, and its eigenvalues can be given the parity symmetry label + or - depending on whether they are even or odd, respectively.",D,1
234,Determine the correct option: What is the relationship between the complete electromagnetic Hamiltonian of a molecule and the parity operation? based on the given context.,"The complete electromagnetic Hamiltonian of any molecule does not involve the parity operation, and its eigenvalues cannot be given the parity symmetry label + or -.",E,0
235,What is the main sequence in astronomy?,The main sequence is a type of galaxy that contains a large number of stars.,A,0
235,What is the main sequence in astronomy?,The main sequence is a type of black hole that is formed from the collapse of a massive star.,B,0
235,What is the main sequence in astronomy?,The main sequence is a continuous and distinctive band of stars that appears on plots of stellar color versus brightness. Stars on this band are known as main-sequence stars or dwarf stars.,C,1
235,What is the main sequence in astronomy?,The main sequence is a group of planets that orbit around a star in a solar system.,D,0
235,What is the main sequence in astronomy?,The main sequence is a type of nebula that is formed from the explosion of a supernova.,E,0
236,Select the most accurate option: What is a trophic level in an ecological pyramid? based on the given context.,A group of organisms that acquire most of their energy from the level above them in the pyramid.,A,0
236,Select the most accurate option: What is a trophic level in an ecological pyramid? based on the given context.,A group of organisms that acquire most of their energy from the abiotic sources in the ecostructure.,B,0
236,Select the most accurate option: What is a trophic level in an ecological pyramid? based on the given context.,A group of organisms that acquire most of their energy from the level below them in the pyramid.,C,1
236,Select the most accurate option: What is a trophic level in an ecological pyramid? based on the given context.,A group of organisms that acquire most of their energy from the same level in the pyramid.,D,0
236,Select the most accurate option: What is a trophic level in an ecological pyramid? based on the given context.,A group of organisms that do not acquire any energy from the ecomechanism.,E,0
237,"Determine the correct option: What is the ""ultraviolet catastrophe""? carefully.",It is a phenomenon that occurs only in multi-mode vibration.,A,0
237,"Determine the correct option: What is the ""ultraviolet catastrophe""? carefully.",It is the misbehavior of a formula for higher frequencies.,B,1
237,"Determine the correct option: What is the ""ultraviolet catastrophe""? carefully.",It is the standing wave of a string in harmonic resonance.,C,0
237,"Determine the correct option: What is the ""ultraviolet catastrophe""? carefully.",It is a flaw in classical physics that results in the misallocation of energy.,D,0
